restraunts_name,restraunts_phone,restraunts_user_name,restraunts_user_review_name
Tavolàta,(206) 838-8008,Maia R.,"Terribly disappointing experience, and had it not been for our waitress, this would be one star. I had made our reservations the day Valentine's Day reservations opened and the menu posted at Tavolata. Despite our early booking, we were seated in the very center of a communal table (that, as I recall, I had specifically requested to avoid). The table was too loud for me and my boyfriend to even speak to each other, so we requested to be moved to another table. Meanwhile there were several other couples at their own tables, including one couple at a 4-top. They sat us at the bar, which was fine.
Once we were seated at the bar, we reviewed the menu. The menu in our hands had almost entirely different courses for the pasta and entree from what Tavolata had posted online and the menu we had so been looking forward to. This was incredibly disappointing and deceptive in my opinion.
Our waitress at the bar was lovely (blonde curly hair and tall). But the servers left dirty plates on our spot for too long (I had to ask them to clear the appetizer plates) and they did not seem appropriately trained. I overheard one server saying it was his third day at the job, and the hosts (we were sitting directly next to them) were cursing and mocking some of the patrons to each other by the end of our dinner.
Also, our ticket for our 2nd and 3rd courses ""got lost."" We waited over 1.5 hours for our pasta course after getting the appetizers. When our waitress told us this, she was apologetic but didn't offer any recourse until I asked her if we could have more wine since we had drank the glass that was supposed to be paired with our course. She was happy to oblige but it was pretty clear all we would have gotten was an apology otherwise. When we finally got our pasta, it was cold.
The food was okay. Porchetta was way too salty with huge salt crystals and peppercorns intact that made a difficult texture to chew. If they had had their promised menu I would have ordered the lobster (by the way, Tavolata, don't promise this as a menu item if you aren't positive you'll get it. We had thought about going to the lobster dinner at Derby but didn't because we saw we would get lobster on this menu. What a waste.) Mushroom ravioli was okay but not what I was looking forward to going into the meal. Port wine pairing was cheap and too sweet. 2.5 hours later we left our meal feeling unsatisfied and disappointed.
I've had quite a few experiences with Tavolata before this, but after being so disappointed with this deceptive and uncomfortable experience, I will never be returning."
Tavolàta,(206) 838-8008,Zachary H.,"My gf and I went here for our anniversary.
We were hoping to get the happy hour deals but the bar was full so we sat at a table. It's a bit annoying that the happy hour is only offered at the bar and not at the tables. If I sat 3 feet away from my table seat my dinner would've been deeply discounted for the same food. Oh well.
Upon being seated, the waiter gave us each a small glass of champagne and wished us a happy anniversary. That was a kind gesture and was appreciated. We ordered some drinks and our meals and waited in anticipation. I ordered the pappardelle and my gf got a carbonara dish. The food was stellar. When it arrived at the table it was one of those dishes that doesn't look like a lot of food until you start eating it. We also ordered the bruschetta with smoked salmon. It was tasty but I'd probably try another appetizer next time.
The service was exceptional and food was awesome. I hope to return at some point and hopefully get a spot at the bar for happy hour!"
Tavolàta,(206) 838-8008,Kamara S.,"Out of all the Italian restaurants I visited in Seattle, I have to say Tavolàta is one of my faves.
I have been to both restaurants multiple times. In fact, once I came an hour early because I thought it opened at an earlier time. Of course, I couldn't show my face for a period of time after that.
This review is for the Belltown location. The people there are friendly as you walked through the door and explain to you that happy hour (5-7 pm) is limited to the long bar in the front and the side table structure at the very front of the restaurant. I say structure because it glides along the window in a weird pattern that is aesthetically interesting to see.
I have to say this restaurant has a great happy hour. I define a good happy hour as one where you could get a decent meal just off of ordering from the happy hour listings alone. You can get cheap but delicious wine options ($6 bubbles don't mind if I do). Good apps to share (if you are into that). Plus actual pasta options like 2 different dishes of spaghetti depending on your interest. Plus I appreciate that they have an actual dessert on the happy hour menu as well.
Myself, like many others before me, have chosen the gnocchi alla romana thinking it would be the small ones we know. I won't call it a mistake because I enjoyed the dish, but I think they can call it out more so people know what to expect.
But the main reason I go back to this restaurant, even if I have to cross from the Eastside is for something that isn't even on the menu and isn't available all the time. It is... their bucatini carbonara. I know this is not the first place I had bucatini but it is a good reason why I love it. It is not even available during happy hour but I keep going back for it (I try other good things as well).
The worst part is the guessing game in which you have to see it if it would be available. I could call ahead to check but even I am not that ridiculous and I can try other dishes when I get there. I have been there once where they were going to have it the day after I ate there. I was crushed. But it is a great #treatyourself meal if it is available.
Would I bring a big group to Tavolàta? Not in the winter if you are banking on happy hour. But if we wanted to ball on pasta and other treats, sure. If it was 2-3 people, I would definitely try to get a bar seat. It would be a great and interesting date location.
This was my first Ethan Stowell restaurant when I came to Seattle and it has inspired me to go to more"
Tavolàta,(206) 838-8008,Heather W.,"Highly recommend the Pappardelle! Was delicious.
Burrata app, not so much. Their menu changes but it seems they keep different versions of it - when we order it there were figs. Issues were the oddity of the ice cold cheese and rock hard crustinis that are a bit painful to bite into. After enduring for a bit, I decided to ask our server for some fresh bread and that switch helped a bit. If the crustini was a bit thicker cut and more chewy than hard, it would help a lot.
Got 'An appropriate sipper' (bourbon based cocktail) and that was very tasty and enjoyed.
Our table was towards the back along the wall with view into the open kitchen. I always enjoy watching the kitchen prepare meals. Great advertising on their part since it convinced us to get the delicious dessert that was being prepared for a large group. I forgot to take a photo and my memory is fuzzy but since these items change often there isnt much point!
I do appreciate the constantly changing menu; I'm sure this is a popular spot for locals of Seattle. Lovely ambiance, attentive service, delicious italian food."
Tavolàta,(206) 838-8008,Michelle A.,Happy hour at Tavolàta is great ! Be warned... you'll need to be first in line with your whole party in order to be seated. The pasta is pretty good. What puts the cherry on top is the fact that the pasta is made from scratch !! How many places can say that ?? Their happy hour brings plates half off and house wines as well. Employees are very friendly and check in on you often to see if you're doing okay. The reason for the 4 star review is because there isn't much seating space around the bar area... which I believe are the only seats available for Happy Hour menu options (could be mistaken). Overall I've come here a couple of times and will continue to do so.
Tavolàta,(206) 838-8008,David H.,"I really enjoyed having dinner for Seattle Restaurant Week here because they allow you to order anything off of their menu, while most restaurants have a limited menu.
For appetizers, I loved the bruschetta. It was well cooked and the smoked fish was perfect on top. This was probably the only appetizer I enjoyed.
For entrees, we had the rigatoni and the halibut. Right away you can see that the rigatoni comes in a pretty good sized serving. The sauce and meatballs were delicious and had a pleasantly spicy kick to it. I definitely recommend this dish! The halibut was pretty disappointing. It was charred, but a little too charred. Some bites tasted like nothing but char, which was annoying. The rice & sauce that accompanies the halibut was good though. If you're interested in this dish, I'd strongly recommend requesting it to be just lightly charred.
The service here was excellent. Our server gave us a good recommendation for wine and was friendly and attentive all evening long. I've heard that sometimes servers at pricier restaurants can be a little biased against you if you're there for SRW, but they really seem to embrace SRW here.
Overall, Tavolata is not one of my favorites for Italian food but it's still pretty good. Personally, I probably wouldn't come back for anything other than Happy Hour or SRW because there are better affordable options around, but if you decide to come here for dinner it's a solid choice."
Tavolàta,(206) 838-8008,Madison S.,"This is my second time to a Tavolàta restaurant. The pasta is pretty dang good. The atmosphere is delightful (think candle light, rustic modern brick, open kitchen). It is rather loud in the restaurant. Can we tough to find good parking, so we paid to park in a lot behind the restaurant. The starter bread was good (not out of this world). The spaghetti dish was really good - noodles were thick and delicious and the sauce was light and yummy. The Pappardelle was good - heavy sauce, orange flavor didn't throw me off a ton, and thick noodles. I preferred the spaghetti dish however because the noodles and sauce were better IMO. The chicken and ricotta meatballs were also very good with the spaghetti. Portions are large - we both took some to go. Price is high.
As a local. I don't think it was worth going again for the price overall, but a nice dining experience for a date night."
Tavolàta,(206) 838-8008,Naveed N.,"Yet another Ethan Stowell homerun!
We had reservations for restaurant week- but because I'm a bottomless pit, we figured it wouldn't be enough food and stopping in for happy hour just before would be the right move.
Sat at the bar for happy hour and enjoyed some drinks, and small bites- The baked gnocchi will forever live in my dreams.. truly fantastic.
Dinner/Drinks overall were really great, and I particularly enjoyed the hangar steak they were offering at the time for restaurant week.
It was a bit noisy in the restaurant which made conversation difficult, but I also wasn't expecting a quiet/low-key dining experience so that is okay! I've yet to visit again but plan to fulfill my gnocchi craving very soon. Cheers!"
Tavolàta,(206) 838-8008,Tara D.,"Food was phenomenal! The duck was amazing, especially the finishing sear. The risotto was creamy and flavorf. Even the starters were great! We ordered the brussel sprouts and squash as well as the bread, and oil and vinegar. Beautiful flavors in everything! I would be happy to come back."
Tavolàta,(206) 838-8008,Rebecca W.,"This place has serious date night vibes with the dimmed romantic lighting and with their awesome happy hour you can do date night on a budget! I came to celebrate my friend's birthday recently and the whole experience was amazing! The hostess was super nice and made an exception by letting my two friends sit in the bar area (HH area) before I got there (usually the whole party has to be there). The food tasted amazing at only $12 a plate on the happy hour menu it's a steal!!! They also didn't skimp on the size like I expected for HH and instead the plates were full dinner size. The drink prices were also pretty good with $6 for a well drink and $$4 for a San Juan hard seltzer.
I ordered the spaghetti with chicken ricotta meatballs and I'd give it a 4/5 stars. You can definitely tell the pasta was homemade from the great texture and the sauce was light, but well flavored. I liked the meatballs, but I wish you could taste the ricotta more and that they did 3 slightly smaller meatballs instead of 2 massive ones. I'd definitely order this again! My friend had the Pappardelle and from the one bite I tried I it also tasted really good!
I'm definitely coming back and I highly recommend this place for happy hour (5-7pm)! I might even come back and try the full dinner menu. Thanks for the quality food/drink and I can't wait to come back!"
Tavolàta,(206) 838-8008,Elly L.,"We had their gnocchetti and pappardelle when we visited Seattle last year. The pastas were al dente and the flavors were very good. I liked the pappardelle flavor a lil more. Gnocchetti's flavor was a lil less than what I expected, but nonetheless it was still good. And they give a generous amount of pasta and sauce.
Next time when I'm in Seattle and is craving for good Italian pasta, I would like to come back here."
Tavolàta,(206) 838-8008,Joel Y.,"Deeeelicious! Came here on a Saturday night and even though it was busy, was able to find seating almost right away. The service was great, ambience was superb, and the food was yum.
Ordered the roasted beets which were the best beets I've ever had along with the Pappardelle and the Gnocchi Alla Romana. The food was tasty and wasn't too overfilling which was perfect. Also the drinks where outstanding. Definitely a good place to go if you're in the area."
Tavolàta,(206) 838-8008,Emily H.,"Outstanding pasta! A little pricey, but if you're looking for a trendy (possibly intimate) dinner spot and you don't mind paying a little more for your pasta then check it out! I came here with a group of girls for a friend's birthday and we had a great time. Shared the brussels sprouts, they were a little too salty for me but everyone else liked them. For dinner we each got either traditional spaghetti, the butter noodles, or sausage rigatoni. We agreed the rigatoni with the spicy sausage was the best, but the spaghetti was delicious too! The buttered noodles (called something fancier on the menu) were actually pretty good considering it's a rather basic dish. We shared the donuts for dessert and the chocolate sauce they came with was amazing."
Tavolàta,(206) 838-8008,Marina K.,Omg the potato gnocchi is the best! Cocktails and service is lovely as well. Great place for family or friend dinner and maybe a first date. We came on a week day around 6pm and got a table no problem but call ahead to make sure they have room. Nice kinda dark ambiance as well. I will def be back!
Tavolàta,(206) 838-8008,Sarah N.,"We stopped in for late night food after our flight landed and we are so Glad we came here. We were hungry, tired, and just need a good meal.
This is true homemade Italian! The ambiance and wait staff and accommodating and amazing. They help with suggestions and are prompt to check on you. The food is so fresh, homemade, and delicious. So many flavors go into each dish that make every bite appreciated.
Wine and beer selection is great - cocktails available too. Would recommend or go back if we have the chance!"
Tavolàta,(206) 838-8008,Ellen C.,"I forgot how good this place is, having gone to the Cap Hill location. My friends and I stopped by for dinner Friday night at around 8pm and got seated quickly without reservations. I ordered the rigatoni and let me say that the pasta was cooked to perfection. I ate that entire dish as if I've never had pasta in my life.
Highly recommend if you've never tried this restaurant."
Tavolàta,(206) 838-8008,Julia P.,"LOVE the happy hour menu!! Super affordable and tasty dishes. My personal favorite is the pappardelle, but everything is also delicious. The bread was fresh and warm and the spices and flavors they use in their pastas really come through. I'm no expert in Italian food but and I can tell this is GOOD Italian food :)
If you decide to come here, definitely try go for the happy hour. The bar does fill up quickly so try to come early. Best to come with 2 people."
Tavolàta,(206) 838-8008,Sachi E.,"fun fact: they light every single candle every day!! The ambiance of the restaurant was typical for an Italian restaurant. their food was delicious, my opinion a little over priced - still good tho. Their dessert was my favorite part! Highly recommend their creme brulee :)"
Bizzarro Italian Cafe,(206) 632-7277,,
